EF0404176|2014-07-23 10:06|No Valid Permit Displayed|14th & W Street|NE 36C310
EF0703357|2014-07-23 10:07|No Valid Permit Displayed|14th & W Street|NE TDY207
EF0404177|2014-07-23 10:08|No Valid Permit Displayed|14th & W Street|NE 61D882
EF0103322|2014-07-23 10:09|No Valid Permit Displayed|Extended Education|NE RYN519
EF0404178|2014-07-23 10:10|No Valid Permit Displayed|14th & W Street|IA 364ZDN
EF0202501|2014-07-23 10:10|No Valid Permit Displayed|Extended Education|NE 18U313
EF0703358|2014-07-23 10:11|No Valid Permit Displayed|14th & W Street|NE TKB343
EF0503597|2014-07-23 10:12|No Valid Permit Displayed|Judging Pavilion|NE TKB236
EF0703359|2014-07-23 10:12|No Valid Permit Displayed|14th & W Street|IA ACG471
EF0503598|2014-07-23 10:14|No Valid Permit Displayed|Judging Pavilion|NE TED425
EF0602738|2014-07-23 10:16|No Valid Permit Displayed|Stadium Drive|NE RYF390
EF0103323|2014-07-23 10:25|No Valid Permit Displayed|19th Street/R-U Street|NE RUK258
EF0503599|2014-07-23 10:33|Expired Meter|Activities|NE TKA164
EF0303523|2014-07-23 10:36|No Valid Permit Displayed|Inside Loop|NE TJN061
EF0503600|2014-07-23 10:40|Expired Meter|Law College South|NE RYJ344
EF0303524|2014-07-23 10:46|No Valid Permit Displayed|Andersen|NE SLE173
EF0303525|2014-07-23 10:49|No Valid Permit Displayed|Andersen|NE TJS959
EF0602739|2014-07-23 11:29|Expired Meter|South Stadium|NE SSM887
EF0803555|2014-07-23 11:30|No Valid Permit Displayed|1001 Y Street|NE 14V585
EF0602740|2014-07-23 11:30|Expired Meter|South Stadium|NE TCX479
EF0602741|2014-07-23 11:32|Expired Meter|South Stadium|NE TAA014
EF0602742|2014-07-23 11:33|Expired Meter|South Stadium|NE 17-1311
EF0602743|2014-07-23 11:34|Expired Meter|South Stadium|NE SMU406
EF0602744|2014-07-23 11:35|Expired Meter|South Stadium|NE TKA249
EF0602745|2014-07-23 11:37|Expired Meter|South Stadium|NE 39H465
EF0602746|2014-07-23 11:38|Expired Meter|South Stadium|NJ G75CYK
EF0602747|2014-07-23 11:40|Expired Meter|South Stadium|NE 7-2443
EF0303526|2014-07-23 11:55|No Valid Permit Displayed|Inside Loop|NE 35E33
EF0303527|2014-07-23 12:01|No Valid Permit Displayed|Loop|NE FF112744
EF0303528|2014-07-23 12:05|No Valid Permit Displayed|Inside Loop|NE 16E845
EF0303529|2014-07-23 12:08|No Valid Permit Displayed|Inside Loop|NE 21EZ88
EF0202502|2014-07-23 13:00|No Valid Permit Displayed|Nebraska Hall Dock|NE TII341
EF0803556|2014-07-23 13:01|No Valid Permit Displayed|Nebraska Hall Dock|NE SVW419
EF0503601|2014-07-23 13:03|Expired Meter|Law College South|NE 76B6
EF0803557|2014-07-23 13:05|No Valid Permit Displayed|Nebraska Hall Dock|IA 260ZNT
EF0103324|2014-07-23 13:06|No Valid Permit Displayed|Loop|MN 577GDT
EF0103325|2014-07-23 13:07|No Valid Permit Displayed|Loop|NE RZS924
EF0103326|2014-07-23 13:09|No Valid Permit Displayed|Inside Loop|MO UA5X7P
EF0803558|2014-07-23 13:11|No Valid Permit Displayed|Devaney North|NE SKK647
EF0103327|2014-07-23 13:11|No Valid Permit Displayed|Inside Loop|NE 57569
EF0103328|2014-07-23 13:13|No Valid Permit Displayed|Inside Loop|NE FR153564
EF0103329|2014-07-23 13:14|No Valid Permit Displayed|Inside Loop|NE TGS411
EF0103330|2014-07-23 13:16|No Valid Permit Displayed|Inside Loop|NE 7C9522
EF0503602|2014-07-23 13:19|No Parking Area|Arbor Drive|NE SNS661
EF0803559|2014-07-23 13:31|No Valid Permit Displayed|Beadle South|NE 63A303
EF0703360|2014-07-23 13:37|No Valid Permit Displayed|14th & W Street|NE 9B945
EF0404179|2014-07-23 13:37|No Valid Permit Displayed|14th & W Street|NE 5646
EF0703361|2014-07-23 13:39|Improper Display of Permit|14th & W Street|NE TEB676
EF0404180|2014-07-23 13:40|No Valid Permit Displayed|14th & W Street|NE SSS380
EF0404181|2014-07-23 13:44|Expired Meter|14th & W Street|IL P793591
EF0703362|2014-07-23 13:44|Expired Meter|14th & W Street|NE STR989
EF0404182|2014-07-23 13:51|Expired Meter|14th & W Street|NE SHN775
EF0503603|2014-07-23 14:22|No Valid Permit Displayed|Law College South|NE 31C593
EF0303530|2014-07-23 14:22|Expired Meter|13th & R Lot|NE SSS543
EF0803560|2014-07-23 14:22|No Valid Permit Displayed|Facilities Management East|NE 11G680
EF0303531|2014-07-23 14:24|Expired Meter|13th & R Lot|NE SPF983
EF0404183|2014-07-23 14:35|No Valid Permit Displayed|Loop|NE SKT945
EF0703363|2014-07-23 14:37|No Valid Permit Displayed|Loop|IA 769WME
EF0803561|2014-07-23 14:49|No Valid Permit Displayed|10th & U Street|NE STS828
EF0602748|2014-07-23 14:50|Expired Meter|South Stadium|NE TCB705
EF0202503|2014-07-23 14:50|No Valid Permit Displayed|10th & U Street|NE SUE015
EF0602749|2014-07-23 14:51|Expired Meter|South Stadium|NE TCB941
EF0803562|2014-07-23 14:52|No Valid Permit Displayed|10th & U Street|NE TGH435
EF0602750|2014-07-23 14:53|Expired Meter|South Stadium|NE TGL565
EF0202504|2014-07-23 15:23|No Valid Permit Displayed|Hardin Hall|NE 25G471
EF0303532|2014-07-23 15:40|No Valid Permit Displayed|Loop|IL G561528
EF0303533|2014-07-23 15:45|No Valid Permit Displayed|Loop|NE SVC068
EF0202505|2014-07-23 15:54|Expired Meter|Dental North|NE TGN586
EF0602751|2014-07-23 16:39|No Valid Permit Displayed|Inside Loop|CO 170VSJ
EF0202506|2014-07-23 16:42|No Valid Permit Displayed|17th & R Parking Garage|NE TEG978
EF0803563|2014-07-23 16:48|No Valid Permit Displayed|17th & R Parking Garage|NE WOLVREN
EF0202507|2014-07-23 16:53|No Valid Permit Displayed|17th & R Parking Garage|NE TAH196
EF0602752|2014-07-23 16:53|No Valid Permit Displayed|South Stadium|NE STS828
EF0803564|2014-07-23 17:14|No Valid Permit Displayed|North Stadium|NE SPJ008
EF0202508|2014-07-23 17:21|Expired Meter|14th & Avery Parking Garage|NE 69-935
EF0202509|2014-07-23 17:23|Expired Meter|14th & Avery Parking Garage|NE 7C9530
EF0703364|2014-07-24 07:30|No Valid Permit Displayed|Champions Club|NE TGJ529
EF0703365|2014-07-24 07:32|No Valid Permit Displayed|Champions Club|NE SUS751
EF0303534|2014-07-24 07:58|No Valid Permit Displayed|Andersen|TX BFS7884
EF0602753|2014-07-24 08:11|Expired Meter|Law College South|NE SEU766
EF0602754|2014-07-24 08:16|No Valid Permit Displayed|Dental East|NE 11D483
EF0303535|2014-07-24 08:42|No Valid Permit Displayed|19th Street/R-U Street|NE SDA795
EF0404184|2014-07-24 08:50|No Valid Permit Displayed|Harper Schramm Smith|MO UA8Y4V
EF0404185|2014-07-24 08:53|No Valid Permit Displayed|Harper Schramm Smith|NE 10CT18
EF0303536|2014-07-24 08:55|No Valid Permit Displayed|Inside Loop|NE SWP499
EF0404186|2014-07-24 08:56|No Valid Permit Displayed|Harper Schramm Smith|SD 17W864
EF0404187|2014-07-24 09:01|No Valid Permit Displayed|Harper Schramm Smith|NE SKG698
EF0602755|2014-07-24 09:02|No Valid Permit Displayed|Judging Pavilion|NE 32-1095
EF0703366|2014-07-24 09:05|No Valid Permit Displayed|Harper Schramm Smith|NE TLB107
EF0404188|2014-07-24 09:11|No Valid Permit Displayed|Harper Schramm Smith|IA AQG793
EF0703367|2014-07-24 09:13|No Valid Permit Displayed|North Stadium|NE 22D946
EF0103331|2014-07-24 09:21|Parking in Unauthorized Area|Beadle South|NE STX099
EF0404189|2014-07-24 09:21|Expired Meter|13th & R Lot|NE 41A374
EF0303537|2014-07-24 09:32|No Valid Permit Displayed|Pound Hall|NE TMC580
EF0103332|2014-07-24 09:36|Expired Meter|Abel|TX DF8T636
EF0703368|2014-07-24 09:44|Expired Meter|South Stadium|NE SPA401
EF0703369|2014-07-24 09:46|Expired Meter|South Stadium|NE 2H922
EF0703370|2014-07-24 09:48|Expired Meter|South Stadium|NE SGJ922
EF0404190|2014-07-24 09:48|Expired Meter|South Stadium|NE SPJ055
EF0703371|2014-07-24 09:51|Expired Meter|South Stadium|NE 18P541
EF0404191|2014-07-24 09:52|Expired Meter|South Stadium|NE 17-1311
EF0404192|2014-07-24 09:54|Expired Meter|South Stadium|NE 15CF3
EF0602756|2014-07-24 10:00|No Valid Permit Displayed|East Union|NE SYB100
EF0602757|2014-07-24 10:02|No Valid Permit Displayed|East Union|NE TGK398
EF0103333|2014-07-24 10:41|No Valid Permit Displayed|Champions Club|MI CHV2969
EF0602758|2014-07-24 10:43|No Valid Permit Displayed|East Union|NE EG333413
EF0103334|2014-07-24 10:45|No Valid Permit Displayed|Champions Club|NE RYC442
EF0202510|2014-07-24 10:52|No Valid Permit Displayed|Inside Loop|OH BDF3010
EF0202511|2014-07-24 10:56|No Valid Permit Displayed|Inside Loop|NE RYU117
EF0202512|2014-07-24 12:14|No Valid Permit Displayed|Inside Loop|NE BREMEN
EF0202513|2014-07-24 12:16|No Valid Permit Displayed|Inside Loop|KS 74ARS
EF0202514|2014-07-24 12:18|No Valid Permit Displayed|Inside Loop|NE SMP0092
EF0202515|2014-07-24 12:19|No Valid Permit Displayed|Inside Loop|NE 70D783
EF0202516|2014-07-24 12:21|No Valid Permit Displayed|Inside Loop|NE SVL946
EF0503604|2014-07-24 12:27|No Valid Permit Displayed|Inside Loop|NE 21AP21
EF0503605|2014-07-24 12:29|No Valid Permit Displayed|Inside Loop|TX BRS7594
EF0803565|2014-07-24 13:23|No Valid Permit Displayed|Dental East|NE 10-2604
EF0503606|2014-07-24 13:38|No Valid Permit Displayed|South Stadium|NE SNS432
EF0503607|2014-07-24 13:40|No Valid Permit Displayed|South Stadium|NE TBD922
EF0703372|2014-07-24 13:40|Expired Meter|South Stadium|NE TEP945
EF0404193|2014-07-24 13:41|No Valid Permit Displayed|South Stadium|NE TKE857
EF0503608|2014-07-24 13:42|No Valid Permit Displayed|South Stadium|NE SPI766
EF0703373|2014-07-24 13:42|No Valid Permit Displayed|South Stadium|NE TKB480
EF0202517|2014-07-24 13:45|No Valid Permit Displayed|Sandoz|NE 44D304
EF0703374|2014-07-24 13:47|No Valid Permit Displayed|North Stadium|NE SEK173
EF0404194|2014-07-24 13:47|No Valid Permit Displayed|North Stadium|NE 24F554
EF0503609|2014-07-24 13:49|No Valid Permit Displayed|North Stadium|NE SFS765
EF0404195|2014-07-24 13:51|No Valid Permit Displayed|North Stadium|IL V655710
EF0503610|2014-07-24 13:52|No Valid Permit Displayed|North Stadium|NE 22L400
EF0202518|2014-07-24 13:55|No Valid Permit Displayed|Inside Loop|NE 9A5803
EF0803566|2014-07-24 14:16|No Parking Area|Morrill Hall Misc|NE SNW411
EF0803567|2014-07-24 14:38|Parking in Unauthorized Area|Sheldon|NE TJS937
EF0803568|2014-07-24 14:41|Parking in Unauthorized Area|Sheldon|PA EKA2640
EF0404196|2014-07-24 15:33|No Valid Permit Displayed|Boathouse|IA CKJ159
EF0303538|2014-07-24 15:44|No Valid Permit Displayed|Inside Loop|NE SFF285
EF0803569|2014-07-24 15:45|No Valid Permit Displayed|Inside Loop|NE TBB828
EF0803570|2014-07-24 15:55|No Valid Permit Displayed|Westbrook Music Building|KS 520D00
EF0803571|2014-07-24 16:42|No Valid Permit Displayed|Loop|NE RUK075
EF0803572|2014-07-24 16:45|No Valid Permit Displayed|Inside Loop|NY FPC8641
EF0503611|2014-07-25 07:15|No Valid Permit Displayed|19th Street/R-U Street|ND GZB354
EF0503612|2014-07-25 07:18|No Valid Permit Displayed|19th Street/R-U Street|WV 3US833
EF0503613|2014-07-25 07:29|No Valid Permit Displayed|Andersen|NE 43-1643
EF0503614|2014-07-25 07:42|No Valid Permit Displayed|North Stadium|CO 464XSL
EF0503615|2014-07-25 07:49|Expired Meter|Sapp Drive|NE RPZ296
EF0503616|2014-07-25 07:59|Expired Meter|Union|NE TMC580
EF0303539|2014-07-25 08:22|No Valid Permit Displayed|10th & Q Street|NE TGN970
EF0303540|2014-07-25 08:29|No Valid Permit Displayed|Andersen|NE 6A9595
EF0503617|2014-07-25 08:35|No Valid Permit Displayed|14th & Avery Lot|SD 5CU515
EF0503618|2014-07-25 08:57|No Valid Permit Displayed|Harper Schramm Smith|NE TLB107
EF0503619|2014-07-25 09:00|No Valid Permit Displayed|Harper Schramm Smith|NE SKG698
EF0503620|2014-07-25 09:10|Improper Parking|14th & W Street|NE 6A4689
EF0503621|2014-07-25 09:12|Improper Parking|14th & W Street|NE 6A599
EF0503622|2014-07-25 09:18|Expired Meter|14th & W Street|NE 40C860
EF0503623|2014-07-25 09:40|Expired Meter|South Stadium|NE SKJ449
EF0503624|2014-07-25 09:44|Expired Meter|South Stadium|NE SUE729
EF0303541|2014-07-25 10:06|No Valid Permit Displayed|Loop|NE SNA053
EF0303542|2014-07-25 10:16|Expired Meter|13th & R Lot|NE 36H18
EF0803573|2014-07-25 10:27|No Valid Permit Displayed|Mabel Lee Hall|NE SBV052
EF0303543|2014-07-25 10:41|No Valid Permit Displayed|Husker Hall|NE TPA952
EF0803574|2014-07-25 11:03|Improper Display of Permit|19th Street/R-U Street|ND GZB354
EF0803575|2014-07-25 11:14|No Valid Permit Displayed|Devaney South|NE SSL454
EF0803576|2014-07-25 11:16|Parking in Unauthorized Area|Devaney South|MO KF9P5R
EF0803577|2014-07-25 11:20|No Valid Permit Displayed|Devaney South|CO 391ZWI
EF0602759|2014-07-25 11:25|Expired Meter|South Stadium|NE SAE834
EF0602760|2014-07-25 11:26|Expired Meter|South Stadium|NE TGH683
EF0602761|2014-07-25 11:27|Expired Meter|South Stadium|NE 9D4296
EF0602762|2014-07-25 12:09|No Valid Permit Displayed|Stadium Drive|NE RUW357
EF0303544|2014-07-25 13:11|No Valid Permit Displayed|Loop|NE RXU490
EF0602763|2014-07-25 13:12|No Valid Permit Displayed|Loop|NE RSM812
EF0602764|2014-07-25 13:13|No Valid Permit Displayed|Loop|NE RUR333
EF0303545|2014-07-25 13:13|No Valid Permit Displayed|Loop|NE SEN357
EF0602765|2014-07-25 13:15|No Valid Permit Displayed|Inside Loop|NE SHY946
EF0303546|2014-07-25 13:15|No Valid Permit Displayed|Inside Loop|NE 17J844
EF0303547|2014-07-25 13:17|No Valid Permit Displayed|Inside Loop|NE SET895
EF0803578|2014-07-25 14:14|No Valid Permit Displayed|Inside Loop|NE 4A1291
EF0803579|2014-07-25 14:18|No Valid Permit Displayed|Loop|NE TAG655
EF0803580|2014-07-25 14:21|No Valid Permit Displayed|Inside Loop|NE RYD276
EF0803581|2014-07-25 14:24|No Valid Permit Displayed|Loop|NE RYM399
EF0803582|2014-07-25 14:26|No Valid Permit Displayed|Loop|NE STL691
EF0803583|2014-07-25 14:28|No Valid Permit Displayed|Inside Loop|NE SKP206
EF0303548|2014-07-25 15:22|No Valid Permit Displayed|Loop|NE SPG452
EF0602766|2014-07-25 15:22|No Valid Permit Displayed|Loop|NE RSF076
EF0303549|2014-07-25 15:23|No Valid Permit Displayed|Loop|NE RSE680
EF0602767|2014-07-25 15:24|No Valid Permit Displayed|Loop|NE SEH503
EF0303550|2014-07-25 15:25|No Valid Permit Displayed|Loop|NE SSY433
EF0602768|2014-07-25 15:28|No Valid Permit Displayed|Loop|NE TJM495
EF0303551|2014-07-25 15:28|No Valid Permit Displayed|Loop|NE TIP572
EF0503625|2014-07-28 07:23|No Valid Permit Displayed|South Stadium|NE SKM345
EF0602769|2014-07-28 07:26|No Valid Permit Displayed|East Union|NE TKB236
EF0602770|2014-07-28 07:37|No Valid Permit Displayed|East Campus Loop|NE SBS105
EF0303552|2014-07-28 07:41|No Valid Permit Displayed|14th & W Street|NE SEB261
EF0602771|2014-07-28 08:02|No Valid Permit Displayed|Life Science Annex|NE SUJ337
EF0202519|2014-07-28 08:13|Expired Meter|North Stadium|NE TMN501
EF0202520|2014-07-28 08:18|No Valid Permit Displayed|Stadium Drive|NE RYF390
EF0503626|2014-07-28 08:26|Improper Display of Permit|14th & W Street|WI HX9028
EF0202521|2014-07-28 08:26|No Valid Permit Displayed|North Stadium|NE TGJ107
EF0303553|2014-07-28 08:29|No Valid Permit Displayed|14th & W Street|SD 6EH243
EF0202522|2014-07-28 08:32|No Valid Permit Displayed|North Stadium|NE DR343142
EF0202523|2014-07-28 08:34|No Valid Permit Displayed|North Stadium|NE TAD880
EF0503627|2014-07-28 09:04|No Valid Permit Displayed|10th & Q Street|NE TMB647
EF0602772|2014-07-28 09:16|No Valid Permit Displayed|Judging Pavilion|NE 41C168
EF0404197|2014-07-28 09:21|No Valid Permit Displayed|Champions Club|NE SWP157
EF0404198|2014-07-28 09:28|No Valid Permit Displayed|Champions Club|CO 939VGJ
EF0602773|2014-07-28 09:30|Expired Meter|East Union|NE SLC548
EF0503628|2014-07-28 09:35|No Valid Permit Displayed|19th Street/R-U Street|NE 21S418
EF0303554|2014-07-28 09:35|No Valid Permit Displayed|19th Street/R-U Street|NE TJW578
EF0303555|2014-07-28 09:37|No Valid Permit Displayed|19th Street/R-U Street|OH FWU4221
EF0503629|2014-07-28 09:40|Improper Display of Permit|19th Street/R-U Street|NE 14F956
EF0202524|2014-07-28 09:40|Expired Meter|South Stadium|MN 628GRB
EF0303556|2014-07-28 09:40|No Valid Permit Displayed|19th Street/R-U Street|NE 65C165
EF0202525|2014-07-28 09:42|Expired Meter|South Stadium|NE SPJ055
EF0503630|2014-07-28 09:43|No Valid Permit Displayed|19th Street/R-U Street|KS 940EYP
EF0202526|2014-07-28 09:43|Expired Meter|South Stadium|NE 9D4296
EF0602774|2014-07-28 09:48|No Valid Permit Displayed|Hardin Hall|NE SBV484
EF0202527|2014-07-28 10:01|Expired Meter|North Stadium|NE RUY188
EF0404199|2014-07-28 10:12|No Valid Permit Displayed|North Stadium|NE RUX107
EF0404200|2014-07-28 10:18|No Valid Permit Displayed|North Stadium|NE SEP005
EF0404201|2014-07-28 10:23|No Valid Permit Displayed|14th & Avery Lot|NE 17H665
EF0803584|2014-07-28 10:23|No Valid Permit Displayed|Stadium Gate 11|NE RPW351
EF0803585|2014-07-28 10:25|No Valid Permit Displayed|Stadium Gate 11|NE SKW047
EF0404202|2014-07-28 10:25|No Valid Permit Displayed|14th & Avery Lot|NE 39E945
EF0303557|2014-07-28 10:26|No Valid Permit Displayed|Stadium Gate 11|NE TEM201
EF0803586|2014-07-28 10:26|No Valid Permit Displayed|Stadium Gate 11|NE SVF660
EF0503631|2014-07-28 10:38|Parking in Unauthorized Area|Health Center|NE SPB764
EF0703375|2014-07-28 10:39|Parking in Unauthorized Area|Health Center|NE RUB008
EF0503632|2014-07-28 10:40|Parking in Unauthorized Area|Health Center|NE 17J997
EF0703376|2014-07-28 10:40|Parking in Unauthorized Area|Health Center|NE 14T440
EF0803587|2014-07-28 10:47|No Valid Permit Displayed|Courtyard|NE 70-27
EF0803588|2014-07-28 10:48|No Valid Permit Displayed|Courtyard|NE TKB483
EF0803589|2014-07-28 10:59|No Parking Area|Union|NE SSN968
EF0202528|2014-07-28 11:14|No Valid Permit Displayed|14th & Avery Lot|NE TJW171
EF0803590|2014-07-28 11:17|Expired Meter|13th & R Lot|NE TLX348
EF0202529|2014-07-28 11:18|No Valid Permit Displayed|14th & Avery Lot|NE 85A122
EF0202530|2014-07-28 11:38|No Valid Permit Displayed|North Stadium|MD 7AW6408
EF0202531|2014-07-28 11:52|Expired Meter|South Stadium|NE 39H465
EF0202532|2014-07-28 11:54|Expired Meter|South Stadium|NE TCX479
EF0202533|2014-07-28 11:56|Expired Meter|South Stadium|NE NHSKRN
EF0803591|2014-07-28 12:29|No Valid Permit Displayed|401 N 9th Street|NE TEL875
EF0803592|2014-07-28 12:40|No Valid Permit Displayed|Inside Loop|NE TEV760
EF0103335|2014-07-28 12:45|No Valid Permit Displayed|Loop|NE TDX678
EF0103336|2014-07-28 12:47|No Valid Permit Displayed|Loop|NE SNS901
EF0103337|2014-07-28 12:52|No Valid Permit Displayed|Loop|VA WYF9331
EF0103338|2014-07-28 12:54|No Valid Permit Displayed|Inside Loop|WA AEL3428
EF0602775|2014-07-28 13:00|Improper Display of Permit|14th & W Street|NE TJV016
EF0103339|2014-07-28 13:11|No Valid Permit Displayed|Harper Schramm Smith|NE 5B3512
EF0602776|2014-07-28 13:14|No Valid Permit Displayed|Harper Schramm Smith|NE 39H465
EF0602777|2014-07-28 13:21|Expired Meter|South Stadium|NE THW272
EF0202534|2014-07-28 13:22|Expired Meter|South Stadium|NE RYF121
EF0103340|2014-07-28 13:24|Parking in Unauthorized Area|South Stadium|NE TJU162
EF0404203|2014-07-28 14:21|No Valid Permit Displayed|35th & Fair Street|NE SEC065
EF0803593|2014-07-28 14:35|No Valid Permit Displayed|North Stadium|NE 2G1128
EF0404204|2014-07-28 14:36|Expired Meter|Law College South|NE TGL124
EF0404205|2014-07-28 14:38|Expired Meter|Law College South|NE 76B6
EF0404206|2014-07-28 14:48|Expired Meter|Dental North|IL H877205
EF0404207|2014-07-28 14:55|Parking in Unauthorized Area|Dental West|NE 10S793
EF0404208|2014-07-28 15:11|Expired Meter|East Union|NE TKD546
EF0404209|2014-07-28 15:14|Expired Meter|East Union|NE 22J482
EF0602778|2014-07-28 15:17|No Valid Permit Displayed|Loop|NE SZN219
EF0404210|2014-07-28 15:17|No Valid Permit Displayed|East Union|NE SKM519
EF0803594|2014-07-28 15:20|No Valid Permit Displayed|Utility Plant|NE TAR680
EF0803595|2014-07-28 15:21|No Valid Permit Displayed|Utility Plant|NE TLX102
EF0803596|2014-07-28 15:24|No Valid Permit Displayed|Cook Pavilion|IL V560325
EF0803597|2014-07-28 15:27|No Parking Area|Cook Pavilion|NE SNP437
EF0202535|2014-07-28 15:36|Expired Meter|South Stadium|NE 29U523
EF0803598|2014-07-28 15:38|Expired Meter|Sapp Drive|NE RUK073
EF0803599|2014-07-28 15:40|Expired Meter|Sapp Drive|NE TGY334
EF0803600|2014-07-28 15:42|Expired Meter|Sapp Drive|AZ AWR3323
EF0602779|2014-07-28 15:49|No Valid Permit Displayed|Loop|NE SHM990
EF0602780|2014-07-28 15:52|No Valid Permit Displayed|Loop|NE 8-369
EF0602781|2014-07-28 17:07|Expired Meter|14th & W Street|NE TJY142
EF0602782|2014-07-28 17:19|No Valid Permit Displayed|South Stadium|NE 39B571
EF0602783|2014-07-28 17:21|No Valid Permit Displayed|South Stadium|NE SFB178
EF0602784|2014-07-28 17:33|No Valid Permit Displayed|Mabel Lee Hall|NE 23A786
EF0703377|2014-07-29 07:31|No Valid Permit Displayed|South Stadium|SD 7DG002
EF0303558|2014-07-29 07:37|No Valid Permit Displayed|Inside Loop|NE SFE450
EF0503633|2014-07-29 07:51|No Valid Permit Displayed|Harper Schramm Smith|NE SEH616
EF0303559|2014-07-29 07:52|Expired Meter|Harper Schramm Smith|NE ROTCMOM
EF0703378|2014-07-29 08:20|No Valid Permit Displayed|Life Science Annex|NE 25G688
EF0703379|2014-07-29 08:35|No Valid Permit Displayed|Law College South|KY 419PGL
EF0503634|2014-07-29 08:38|Parking in Unauthorized Area|Inside Loop|NE TGT361
EF0303560|2014-07-29 08:39|Parking in Unauthorized Area|Inside Loop|NE SUI703
EF0703380|2014-07-29 08:42|No Valid Permit Displayed|East Campus Loop|TX BZN3312
EF0303561|2014-07-29 08:46|Expired Meter|14th & W Street|NE 8E1912
EF0503635|2014-07-29 08:46|No Valid Permit Displayed|14th & W Street|NE SKE977
EF0602785|2014-07-29 08:54|No Valid Permit Displayed|North Stadium|NE SHY252
EF0503636|2014-07-29 08:56|No Valid Permit Displayed|14th & W Street|NE SSS380
EF0602786|2014-07-29 09:00|Expired Meter|North Stadium|NE TMN501
EF0602787|2014-07-29 09:02|Expired Meter|North Stadium|NE 72-1336
EF0602788|2014-07-29 09:04|Expired Meter|North Stadium|NE 72-1336
EF0602789|2014-07-29 09:05|Expired Meter|North Stadium|OH FYE9332
EF0602790|2014-07-29 09:11|Expired Meter|North Stadium|NE 17F131
EF0602791|2014-07-29 09:14|Expired Meter|South Stadium|NE TEL562
EF0602792|2014-07-29 09:17|Expired Meter|South Stadium|NE 17F131
EF0602793|2014-07-29 09:37|No Valid Permit Displayed|1001 Y Street|NE 6A6986
EF0703381|2014-07-29 09:38|No Valid Permit Displayed|Hardin Hall|NE 5KAO5880
EF0703382|2014-07-29 09:49|Expired Meter|Hardin Hall|NE SUE792
EF0703383|2014-07-29 10:07|No Valid Permit Displayed|East Campus Loop|NE SXW722
EF0703384|2014-07-29 10:12|No Valid Permit Displayed|Life Science Annex|NE TKC043
EF0103341|2014-07-29 10:38|No Valid Permit Displayed|Loop|NE 18Y460
EF0103342|2014-07-29 10:40|Parking in Unauthorized Area|Inside Loop|NE SNU874
EF0103343|2014-07-29 10:41|No Valid Permit Displayed|Inside Loop|NE 69A226
EF0103344|2014-07-29 10:42|No Valid Permit Displayed|Inside Loop|NE SEJ434
EF0103345|2014-07-29 10:44|No Valid Permit Displayed|Inside Loop|NE RLP346
EF0103346|2014-07-29 10:45|No Valid Permit Displayed|Inside Loop|NE SWM260
EF0803601|2014-07-29 10:49|No Valid Permit Displayed|Vet Basic Science|NE 16A265
EF0103347|2014-07-29 10:54|No Valid Permit Displayed|14th & W Street|NE 6B8748
EF0103348|2014-07-29 11:02|No Valid Permit Displayed|14th & W Street|NE TDV052
EF0103349|2014-07-29 11:07|No Valid Permit Displayed|Harper Schramm Smith|IA 967ZFD
EF0803602|2014-07-29 11:19|Parking in Unauthorized Area|Love Memorial Hall|NE SUB583
EF0404211|2014-07-29 11:23|No Valid Permit Displayed|Inside Loop|NE TA075752
EF0803603|2014-07-29 11:29|Parking in Unauthorized Area|Hardin Hall|NE 2C693
EF0602794|2014-07-29 11:31|Expired Meter|North Stadium|NE SES230
EF0602795|2014-07-29 11:35|Expired Meter|North Stadium|KS SDB913
EF0602796|2014-07-29 11:39|Expired Meter|North Stadium|NE SUH175
EF0404212|2014-07-29 11:39|Expired Meter|South Stadium|NE SCK694
EF0803604|2014-07-29 11:40|Expired Meter|Dental North|NE TJU915
EF0404213|2014-07-29 11:42|Expired Meter|South Stadium|TX CJY8656
EF0602797|2014-07-29 11:42|Expired Meter|South Stadium|NE SCF119
EF0602798|2014-07-29 11:44|Expired Meter|South Stadium|NE SUH175
EF0404214|2014-07-29 11:47|Expired Meter|South Stadium|NE TJU519
EF0602799|2014-07-29 11:47|Expired Meter|South Stadium|NE SAE834
EF0404215|2014-07-29 11:49|Expired Meter|South Stadium|NE RYF121
EF0103350|2014-07-29 11:58|No Valid Permit Displayed|Sandoz|NE RZZ554
EF0404216|2014-07-29 12:55|No Valid Permit Displayed|Loop|NE RWS384
EF0404217|2014-07-29 13:09|No Valid Permit Displayed|North Stadium|NE SHY252
EF0602800|2014-07-29 13:11|No Valid Permit Displayed|Sheldon|NE TLH879
EF0404218|2014-07-29 13:14|No Valid Permit Displayed|Champions Club|NE TGU139
EF0703385|2014-07-29 13:17|Expired Meter|Sandoz|NE 19D794
EF0404219|2014-07-29 13:22|Parking in Unauthorized Area|South Stadium|NE 7B3077
EF0703386|2014-07-29 13:29|No Valid Permit Displayed|19th Street/R-U Street|NE SKF947
EF0703387|2014-07-29 13:52|No Valid Permit Displayed|Inside Loop|NE SHF711
EF0703388|2014-07-29 13:54|No Valid Permit Displayed|Loop|NE RPW251
EF0703389|2014-07-29 13:58|No Valid Permit Displayed|Inside Loop|NE SYD817
EF0703390|2014-07-29 13:59|No Valid Permit Displayed|Loop|TN E6301U
EF0703391|2014-07-29 14:00|No Valid Permit Displayed|Inside Loop|NE RRZ890
